"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward Nonuniformly Distributed Weather Forecasting: Adaptive Filtered Hypergraph Convolution Network","J. Wang; Y. Zhang; F. Wang; G. Jing; Y. Hu; B. Yin","Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing Institute of Artificial Intelligence, the Faculty of Information Technology, Beijing University of Technology, Beijing, China; Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing Institute of Artificial Intelligence, the Faculty of Information Technology, Beijing University of Technology, Beijing, China; China Meteorological Administration Weather Modification Centre, Beijing, China; China Meteorological Administration Weather Modification Centre, Beijing, China; Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing Institute of Artificial Intelligence, the Faculty of Information Technology, Beijing University of Technology, Beijing, China; Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing Institute of Artificial Intelligence, the Faculty of Information Technology, Beijing University of Technology, Beijing, China",IEEE Transactions on Geoscience and Remote Sensing,"11 Dec 2025","2025","63","","1","14","Weather forecasting, compared to other multivariate time-series prediction tasks, exhibits notably nonuniform distribution of observation sites. The prevailing approaches primarily leverage graph convolutional neural networks (GCNs) to extract spatial features. However, some studies suggest that the poor performance on uneven graphs is primarily due to the fact that traditional graph neural networks (GNNs) are essentially low-pass filters, discarding information beyond low-frequency information on the graph. From another perspective, since the essence of graph convolution is the smoothing of node features, for uneven graphs, there are noticeable differences in the smoothing rates of node features, leading to the coexistence of overfitting and underfitting phenomena. This issue is further exacerbated in higher order graph structures, such as hypergraphs, due to the irregular and complex nature of hyperedges. To address this issue, we propose a filtered hypergraph neural network. Building on the calculation of hypergraph node smoothing rates, we balance the low-pass and high-pass filter convolutions’ feature extraction through a dual-stream architecture. On uneven graphs, it can be observed that neglecting high-frequency information and concentrating solely on low-frequency information impede the learning of node representations, thereby significantly affecting the performance of downstream prediction tasks. We conducted multidimensional time-series prediction experiments using meteorological data, and the results demonstrate that our model performs with high accuracy in node regression tasks across multiple channels.","1558-0644","","10.1109/TGRS.2025.3640219","National Natural Science Foundation of China(grant numbers:62441232,62472014,62572017,U19B2039,62502517); National Key Research and Development Program of China(grant numbers:2018YFB1600903); China Meteorological Administration (CMA) Key Innovation Team(grant numbers:CMA2022ZD10); Weather Modification Centre (WMC) Key Innovation Team(grant numbers:WMC2023IT03); Scientific and Technological Project of China Meteorological Administration(grant numbers:CMAJBGS202505); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11278451","Graph neural network (GNN);hypergraph;weather forecasting","Feature extraction;Weather forecasting;Convolution;Smoothing methods;Filters;Data mining;Time series analysis;Low-pass filters;Forecasting;Deep learning","","","","","IEEE","4 Dec 2025","","","IEEE","IEEE Journals"
"STCA-LLM: Spatial–Temporal Cross-Attention Large Language Model for Wind Speed Forecasting","C. Zhou; Y. Wang; J. Ma; Q. Jin","School of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; School of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; Faculty of Computer and Information Sciences, Hosei University, Chiyoda, Japan; Department of Human Informatics and Cognitive Sciences, Waseda University, Shinjuku, Japan",IEEE Internet of Things Journal,"24 Oct 2025","2025","12","21","45411","45422","Accurately forecasting wind speed is crucial for efficiently utilizing the renewable energy, stabilizing the energy system and advancing the progress of the decarbonization of our society. However, due to its inherently temporal volatility and intermittency, accurate wind speed forecasting in a wind farm is challenging. Recently, large language models (LLMs) have demonstrated notable performance in abundant natural language processing and computer vision tasks. However, the conventional LLMs fail to learn the complex spatial and temporal correlations of the wind speed data at multiple turbines in a wind farm, which makes wind speed forecasting cannot fully benefit from the significant breakthroughs of LLM. To fill in this gap, we propose a novel spatial–temporal cross-attention LLM framework for wind speed forecasting, namely, spatial–temporal cross-attention LLM (STCA-LLM), composed of alignment phase, and fine-tuning phase. In detail, our contributions are given as follows. First, the alignment phase aligns the general-purpose LLM with task-specific data, i.e., training the LLM with wind speed data. Second, in the fine-tuning phase, two representation learning modules, i.e., convolution network and graph neural network (GNN) are, respectively used to extract temporal features of intra time series in each turbine, and the correlation of inter time-series at multiple turbines in a wind farm. Moreover, the cross-attention module is innovatively proposed to establish the connections between spatial and temporal embeddings. Then, the spatial–temporal representation modules and the aligned LLM are fine-tuned in two-stage way. Finally, thorough experiments on real wind speed dataset demonstrate that our proposed STCA-LLM outperforms state-of-the-art time series forecasting models, including Transformer-based models, spatial–temporal GNN-based models, and pertained LLM-based models. Our code is available at: https://github.com/Justinzzcj/STCA-LLM.","2327-4662","","10.1109/JIOT.2025.3599836","JiangSu Provincial Key Research and Development Program(grant numbers:BE2020084-1); QingLan Project of Jiangsu Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11129036","graph attention network (GAT);large language model (LLM);spatial–temporal cross-attention;wind speed forecasting","Forecasting;Wind speed;Time series analysis;Predictive models;Transformers;Feature extraction;Correlation;Wind forecasting;Data models;Wind farms","","","","37","IEEE","18 Aug 2025","","","IEEE","IEEE Journals"
"Temporal Chain Network With Intuitive Attention Mechanism for Long-Term Series Forecasting","Z. Zhang; Y. Han; B. Ma; M. Liu; Z. Geng","College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; College of Mechanical and Electrical Engineering, Beijing University of Chemical Technology, Beijing, China; Beijing Advanced Innovation Center for Soft Matter Science and Engineering, Beijing University of Chemical Technology, Beijing, China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China",IEEE Transactions on Instrumentation and Measurement,"19 Oct 2023","2023","72","","1","13","Long-term series forecasting (LTSF) plays an important role in real-world applications in the economy, the weather, and the industrial process. At present, many transformer-based methods have made promising progress. However, the nature of the permutation-invariant self-attention mechanism inevitably results in temporal information loss, which hinders the prediction performance of the transformer-based LTSF methods. Therefore, this article proposed a novel temporal chain network (TCNet) with an intuitive attention mechanism for LTSF. Based on the chain forward propagation structure of time series, a one-way chain graph neural network (GNN) is constructed to avoid the permutation-invariance of the self-attention mechanism. Meanwhile, based on the natural forgetting mechanism of time series, the prior intuitive attention is proposed as the edge weight (attention) for information propagation and then the series model is obtained by the GNN. Furthermore, the proposed method achieves the LTSF task by linear forecasting of the trend component and nonlinear forecasting of the seasonal component of the series. Extensive experiments on five benchmarks and a real-world chemical process dataset are conducted to demonstrate the effectiveness of the TCNet. Comparison experiment results show that the TCNet achieves state-of-the-art results compared to current baselines and reduces average prediction error by 9.52% and 5.97% on transformer-based and nontransformer-based multivariate LTSF baselines, respectively. Moreover, the temporal information loss for the TCNet due to the permutation-invariance of the self-attention mechanism is not the main reason hindering transformer-based LTSF methods, whose bottleneck comes mainly from the complex architecture of the decoder.","1557-9662","","10.1109/TIM.2023.3322508","National Natural Science Foundation of China(grant numbers:21978013); Fundamental Research Funds for the Central in China(grant numbers:XK1802-4); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10273738","Attention mechanism;neural networks;permutation-invariance;time series forecasting;transformer","Transformers;Time series analysis;Forecasting;Task analysis;Predictive models;Decoding;Convolution","","13","","38","IEEE","6 Oct 2023","","","IEEE","IEEE Journals"
"Graph Neural Network-Based Internet Traffic Prediction in 6G Networks with Genetic Algorithm Hyperparameter Optimization","I. Ampratwum; A. Nayak","School of Electrical Engineering and Computer Science, University of Ottawa, Canada; School of Electrical Engineering and Computer Science, University of Ottawa, Canada","2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)","26 Aug 2025","2025","","","743","748","Accurate internet traffic prediction is a key challenge in managing next-generation networks such as 6G. This paper presents a novel approach based on Graph Neural Networks (GNNs) for predicting internet traffic in 6G networks. The proposed model integrates Graph Attention Networks (GAT) and Transformer architectures to learn spatial and temporal dependencies in traffic data. A K-Nearest Neighbors (KNN)-based graph construction method is utilized to represent spatial relationships between network cells. The model’s performance is enhanced by leveraging a Genetic Algorithm (GA) for hyperparameter optimization. Experimental results demonstrate the effectiveness of the proposed model in achieving superior prediction accuracy, as evidenced by improvements in RMSE, and MAE compared to baseline models. This work offers a scalable solution for traffic prediction in 6G networks.","2836-3795","979-8-3315-7434-5","10.1109/COMPSAC65507.2025.00100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11126759","6G networks;network traffic forecasting;graph neural networks (GNNs);graph attention network (GAT);temporal graph networks (TGN);genetic algorithm (GA)","6G mobile communication;Accuracy;Computer architecture;Predictive models;Hyperparameter optimization;Transformers;Real-time systems;Graph neural networks;Tuning;Genetic algorithms","","","","22","IEEE","26 Aug 2025","","","IEEE","IEEE Conferences"
"Research on Self-diagnosis Method of Nickel top-Blowing Furnace Sensor Based on Causal Graph Neural Network","D. Jiang; J. Li","College of Electrical and Information Engineering, Lanzhou University of Technology, Lanzhou, China; College of Electrical and Information Engineering, Lanzhou University of Technology, Lanzhou, China","2024 7th International Conference on Robotics, Control and Automation Engineering (RCAE)","14 Jan 2025","2024","","","1","7","As the scale of nickel top-blowing furnace melting systems expands and the complexity of the equipment increases, the maintenance workload for sensors has gradually increased. Manual maintenance approaches consume significant resources and are not suitable for the development of smart sensors. To address this issue, an unsupervised sensor self-diagnosis method is proposed in this paper. Firstly, the Pearson correlation coefficient is introduced to construct a graph network of sensors of the same type, and node embedding is used to form super nodes of sensors. Secondly, transfer entropy is utilized to assess the causal relationships between these super nodes, based on which a super node graph network is constructed. Finally, a Multi-Head Self-Attention Gated Graph Convolutional Network (MCB-GCN) is introduced. This network captures spatial and temporal dependencies of nodes and, with the help of an enhanced fusion module, achieves time-series prediction for sensors. Subsequently, sensor self-diagnosis is achieved through a standardized residual consistency check algorithm. Simulation experiments on the measurement system of a nickel top-blowing furnace demonstrate the effectiveness of the proposed method, in addressing the problem of autonomous sensor diagnostics.","","979-8-3503-5564-2","10.1109/RCAE62637.2024.10834163","National Natural Science Foundation of China; Research and Development; Lanzhou University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10834163","Tansfer Entropy;graph convolutional neural network;multi -head self -attention mechanism;self-diagnosis","Fault diagnosis;Training;Accuracy;Furnaces;Prediction algorithms;Nickel;Sensor systems;Entropy;Maintenance;Intelligent sensors","","","","17","IEEE","14 Jan 2025","","","IEEE","IEEE Conferences"
"Global and Local Interattribute Relationships-Based Graph Convolutional Network for Flight Trajectory Prediction","Y. Fan; Y. Tan; L. Wu; H. Ye; Z. Lyu","School of Computer Science and Information Engineering, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China",IEEE Transactions on Aerospace and Electronic Systems,"10 Jun 2024","2024","60","3","2642","2657","The rapid development of the aviation industry urgently requires efficient airspace traffic management, in which flight trajectory prediction is a core component. Existing trajectory prediction methods mainly capture the relationships between trajectory points. However, there are complex and implicit relationships between the attributes of trajectory points. Furthermore, there is room for improvement when applying previous multivariate time series prediction methods on flight track forecasting, since both local and global attribute features and interattribute relationships have an important impact on the flight track features. In this article, we propose a global and local interattribute relationships-based graph convolutional network (GLAR-GCN) to solve the flight trajectory prediction problem. First, we fuse the local embedded attribute feature and global attribute pattern to obtain the accumulated local embedded features at each point. Meanwhile, we synthesize the local and global attribute correlations to obtain the augmented attribute correlations at each point. Second, we construct an attribute graph at each point, where the nodes are the accumulated local embedded features and the edges are the augmented attribute correlations. Third, we extract the integrated attribute features from each attribute graph with a graph convolutional network. Finally, we perform trajectory prediction with the integrated attribute features as the input of a long short-term memory (LSTM) network. We evaluate the proposed model GLAR-GCN on real short-haul, medium-haul, and long-haul flight datasets for single-step and multistep prediction. Experimental results demonstrate that GLAR-GCN effectively improves the prediction performance on all datasets compared with the classical and the state-of-the-art methods.","1557-9603","","10.1109/TAES.2024.3357668","National Natural Science Foundation of China(grant numbers:62002097); Anhui Provincial Key Research and Development Project(grant numbers:202304a05020059); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10412634","Flight trajectory prediction;graph neural network (GNN);interattribute relationships;spatio-temporal features","Trajectory;Predictive models;Forecasting;Feature extraction;Probabilistic logic;Atmospheric modeling;Time series analysis","","17","","47","IEEE","23 Jan 2024","","","IEEE","IEEE Journals"
"Back to the Future: GNN-Based No2 Forecasting Via Future Covariates","A. Giganti; S. Mandelli; P. Bestagini; U. Giuriato; A. D’Ausilio; M. Marcon; S. Tubaro","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; ARIANET srl, Milan, Italy; ARIANET srl, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy",IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"5 Sep 2024","2024","","","3872","3876","Due to the latest environmental concerns in keeping at bay contaminants emissions in urban areas, air pollution forecasting has been rising the forefront of all researchers around the world. When predicting pollutant concentrations, it is common to include the effects of environmental factors that influence these concentrations within an extended period, like traffic, meteorological conditions and geographical information. Most of the existing approaches exploit this information as past covariates, i.e., past exogenous variables that affected the pollutant but were not affected by it. In this paper, we present a novel forecasting methodology to predict NO2 concentration via both past and future covariates. Future covariates are represented by weather forecasts and future calendar events, which are already known at prediction time. In particular, we deal with air quality observations in a city-wide network of ground monitoring stations, modeling the data structure and estimating the predictions with a Spatiotemporal Graph Neural Network (STGNN). We propose a conditioning block that embeds past and future covariates into the current observations. After extracting meaningful spatiotemporal representations, these are fused together and projected into the forecasting horizon to generate the final prediction. To the best of our knowledge, it is the first time that future covariates are included in time series predictions in a structured way. Remarkably, we find that conditioning on future weather information has a greater impact than considering past traffic conditions. We release our code implementation at https://github.com/polimi-ispl/MAGCRN.","2153-7003","979-8-3503-6032-5","10.1109/IGARSS53475.2024.10642608","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10642608","Air Quality Forecasting;Spatiotemporal Data;Graph Neural Network;Graph-based Forecasting;Urban Computing","Atmospheric modeling;Time series analysis;Weather forecasting;Predictive models;Data structures;Graph neural networks;Data models","","","","34","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"Enhance COVID-19 Mortality Prediction with Human Mobility Trend and Medical Information","Y. Chaudhari; I. Javeri; I. Arpinar; J. A. Miller; X. Li; B. Li; Y. Ke; M. Toutiaee; N. Lazar","Department of Computer Science, The University of Georgia, Athens, USA; Department of Computer Science, The University of Georgia, Athens, USA; Department of Computer Science, The University of Georgia, Athens, USA; Department of Computer Science, The University of Georgia, Athens, USA; Department of Statistics, The University of Georgia, Athens, USA; Department of Statistics, The University of Georgia, Athens, USA; Department of Statistics, The University of Georgia, Athens, USA; Khoury College of Computer Sciences, Northeastern University, San Jose, USA; Department of Statistics, The Pennsylvania State University, University Park, USA","2021 IEEE 23rd Int Conf on High Performance Computing & Communications; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City; 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","30 May 2022","2021","","","1245","1252","In this work, we study national and state-level COVID-19 pandemic data in the United States with the help of human mobility trend data and auxiliary medical information. We analyze and compare various state-of-the-art time-series prediction techniques. We assess a spatio-temporal graph neural network model which forecasts the pandemic course by utilizing a hybrid deep learning architecture and human mobility data. Nodes in the graph represent the state-level deaths due to COVID-19 at any particular time point, edges represent the human mobility trend and temporal edges correspond to node attributes across time. We also study statistical modeling and machine learning techniques for mortality prediction in the United States. We evaluate these techniques on both state and national level COVID-19 data in the United States and claim that the SARIMAX and GCN-LSTM model generated forecast values using exogenous hospital information variables can enrich the underlying model to improve the prediction accuracy at both levels. Our best machine learning models perform 50% and 60% better than the baseline on an average on the national level and state-level data, respectively, while the statistical models perform 63% and 42% better.","","978-1-6654-9457-1","10.1109/HPCC-DSS-SmartCity-DependSys53884.2021.00190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9780972","COVID-19;Time-Series Analysis;Graph Neural Networks;SARIMAX;Medical Information","COVID-19;Deep learning;Pandemics;Smart cities;Hospitals;Predictive models;Medical information systems","","","","30","IEEE","30 May 2022","","","IEEE","IEEE Conferences"
"Accurate Anomaly Detection Leveraging Knowledge-enhanced GAT","Y. Li; Z. Zhou; S. Deng; X. Sun; X. Xue; S. Yangui; W. Gaaloul","School of Information Engineering, China University of Geosciences (Beijing), Beijing, China; School of Information Engineering, China University of Geosciences (Beijing), Beijing, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Department of Automation, Tsinghua University, Beijing, China; College of Intelligence and Computing, Tianjin University, Tianjin, China; University of Toulouse, Toulouse, France; Computer Science Department, TELECOM SudParis, Evry, France",2024 IEEE International Conference on Web Services (ICWS),"15 Oct 2024","2024","","","568","577","Anomaly detection is a long-standing research topic to support the prompt remedy of potential risks for dependency-aware tasks, where Graph Neural Networks (GNNs) models have been adopted to differentiate anomalies from normal patterns. Generally, GNN models utilize time series data to construct graph structures for capturing task dependencies between Internet of Things (IoT) devices, such that deviations from predicted behaviours are assumed as anomalies. Current forecasting-based anomaly detection methods can hardly detect anomalies, which are uncovered by historical sensory data, but are explicitly specified by domain knowledge. To solve this issue, this paper proposes a Knowledge-enhanced graph attention-based Anomaly Detection (KeAD) method. Specifically, a knowledge-enhanced graph structure is constructed by incorporating domain-specific knowledge to represent spatio-temporal dependencies between IoT devices. Thereafter, a knowledge-enhanced graph attention-based forecasting network is developed to predict future behaviours of IoT devices. Anomalies are detected by analyzing deviations from these predicted behaviours, taking domain-specific knowledge into account. Extensive experiments are conducted based on publicly-available datasets, and evaluation results demonstrate that our KeAD outperform the state-of-the-art techniques in terms of the accuracy of anomaly detection.","2836-3868","979-8-3503-6855-0","10.1109/ICWS62655.2024.00077","National Natural Science Foundation of China; China University of Geosciences; China Geological Survey; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707416","Anomaly Detection;Domain Knowledge;Graph Neural Networks;Spatio-Temporal Dependency;Time Series Forecasting","Knowledge engineering;Accuracy;Web services;Time series analysis;Predictive models;Graph neural networks;Data models;Internet of Things;Forecasting;Anomaly detection","","3","","20","IEEE","15 Oct 2024","","","IEEE","IEEE Conferences"
"A Review of Graph Neural Networks and Their Applications in Power Systems","W. Liao; B. Bak-Jensen; J. R. Pillai; Y. Wang; Y. Wang","Department of Energy Technology, Aalborg University, Aalborg, Denmark; Department of Energy Technology, Aalborg University, Aalborg, Denmark; Department of Energy Technology, Aalborg University, Aalborg, Denmark; State Grid Tianjin Chengxi Electric Power Supply Branch, Tianiin, China; School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Stockholm, Sweden",Journal of Modern Power Systems and Clean Energy,"29 Mar 2022","2022","10","2","345","360","Deep neural networks have revolutionized many machine learning tasks in power systems, ranging from pattern recognition to signal processing. The data in these tasks are typically represented in Euclidean domains. Nevertheless, there is an increasing number of applications in power systems, where data are collected from non-Euclidean domains and represented as graph-structured data with high-dimensional features and interdependency among nodes. The complexity of graph-structured data has brought significant challenges to the existing deep neural networks defined in Euclidean domains. Recently, many publications generalizing deep neural networks for graph-structured data in power systems have emerged. In this paper, a comprehensive overview of graph neural networks (GNNs) in power systems is proposed. Specifically, several classical paradigms of GNN structures, e. g., graph convolutional networks, are summarized. Key applications in power systems such as fault scenario application, time-series prediction, power flow calculation, and data generation are reviewed in detail. Further-more, main issues and some research trends about the applications of GNNs in power systems are discussed.","2196-5420","","10.35833/MPCE.2021.000058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9520300","Machine learning;power system;deep neural network;graph neural network;artificial intelligence","Power systems;Graph neural networks;Convolution;Task analysis;Symmetric matrices;Load flow;Insulators","","130","","108","","20 Aug 2021","","","SGEPRI","SGEPRI Journals"
"Graph-Guided Neural Network for Tourism Demand Forecasting","J. Fan; W. Lu; S. B. Abduraimovna; J. Cheng; H. Fan","Faculty of Management and Business, Kyrgyz National University named after Jusup Balasagyn, Bishkek, Kyrgyzstan; Shien-Ming Wu School of Intelligent Engineering, South China University of Technology, Guangzhou, China; Institute of Retraining and Advanced Training, Kyrgyz National University named after Jusup Balasagyn, Bishkek, Kyrgyzstan; College of Land and Tourism, Luoyang Normal University, Luoyang, China; School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, China",IEEE Access,"5 Dec 2023","2023","11","","134259","134268","An accurate tourism demand forecasting model is crucial for tourism decision-makers. In recent years, several deep learning-based models have been developed to predict tourist arrivals via search intensity indices. However, few methods consider the lag effect in the long-term time range and the interaction between different search intensity indices factors. To alleviate the above limitations, we propose a graph-guided tourism demand forecasting network, which can model the lag effect of historical variables on future variables. Specifically, each variable is individually encoded via a convolutional neural network in the time dimension. Then, lag effects are modeled dynamically in a bipartite graph, and mined via graph aggregation. Finally, a fully-connected network is designed for regression prediction. Experimental results on two public datasets demonstrate the superiority of the proposed method in both one-step and multi-step prediction compared with existing methods.","2169-3536","","10.1109/ACCESS.2023.3336702","Key Disciplines of Tourism Management in Henan Province; Collaborative Innovation Center of Smart Tourism in Henan Province; Key Research and Development and Promotion Projects in Henan Province Key Projects of Soft Science Research(grant numbers:232400411024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10330556","Tourism demand forecasting;graph neural network;lag effect","Predictive models;Feature extraction;Time series analysis;Convolutional neural networks;Time complexity;Demand forecasting;Mathematical models","","6","","36","CCBYNCND","28 Nov 2023","","","IEEE","IEEE Journals"
"Workload Prediction for Volatile Nodes in Multi-Access Edge Networks","V. Avgerinos; K. Ramantas; A. Ksentini; L. Alonso; C. Verikoukis","Industrial Systems Institute, Patras, Greece; Iquadrat Informatica, Barcelona, Spain; EURECOM, Sophia Antipolis, France; University of Patras, Greece; Universitat Politècnica de Catalunya, Barcelona, Spain",ICC 2025 - IEEE International Conference on Communications,"26 Sep 2025","2025","","","01","06","Advancement of edge and far-edge computing, driven by the increasing demand for real-time, data-intensive applications, has heightened the need for reliable and efficient resource management in volatile environments. This paper introduces GTMixer, a deep learning architecture tailored for predicting resource usage in volatile edge computing scenarios. GTMixer utilizes a Dynamic Temporal Graph (DTG) to capture the evolving interdependencies in workload exchanges across edge and far-edge nodes. By processing snapshots of this graph, GTMixer identifies patterns in resource utilization, even in the absence of historical CPU data. Our contributions include: (1) the creation of a DTG that reflects migration patterns and resource utilization among nodes; (2) the development of the GTMixer model, which integrates feature mixing with graph neural networks for improved predictive accuracy; and (3) empirically evaluating GTMixer against state-of-the-art models using a modified version of the Alibaba 2021 traces dataset that accounts for volatility. Our results demonstrate that GTMixer not only effectively anticipates resource requirements in unpredictable Multi-access Edge Computing (MEC) scenarios but also significantly outperforms current state-of-the-art models in terms of efficiency, showcasing its potential to enhance the reliability and performance of edge computing systems crucial for nextgeneration network technologies and applications.","1938-1883","979-8-3315-0521-9","10.1109/ICC52391.2025.11162043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11162043","6G;Multi-Access Edge Computing;Graph Neural Network;Workload Prediction;Edge/Far-edge","Multi-access edge computing;Accuracy;Computational modeling;Microservice architectures;Predictive models;Graph neural networks;Spatial databases;Real-time systems;Resource management;Reliability","","","","20","IEEE","26 Sep 2025","","","IEEE","IEEE Conferences"
"A Novel Spatial-Temporal Deep Neural Network for Electricity Price Forecasting","X. Cheng; I. Ilieva; B. Bremdal; S. Redhu; S. Ødegaard Ottesen","Section of Energy Markets, Smart Innovation Norway, Halden, Norway; Section of Energy Markets, Smart Innovation Norway, Halden, Norway; Section of Energy Markets, Smart Innovation Norway, Halden, Norway; Section of Energy Markets, Smart Innovation Norway, Halden, Norway; Section of Energy Markets, Smart Innovation Norway, Halden, Norway",2023 3rd International Conference on Applied Artificial Intelligence (ICAPAI),"2 Aug 2023","2023","","","1","6","Electricity price forecasting is a difficult task because it depends on various factors such as weather, fuel, load, and bidding strategies. These characteristics bring a lot of volatility to electricity prices. In addition, there exist coupling relationships between different price zones in Europe. CNN-based or LSTM-based methods cannot capture the relationship by their structures or there is a need to extract these couplings explicitly manually. In this work, an end-to-end graph neural network is proposed for the first time to learn the coupling between different price zones automatically. The proposed model mainly consists of two parts: a graph learning module and a temporal learning module, which both are designed to learn spatial information of different price zones and temporal information of historical data, respectively. The performance of the proposed model is evaluated on one-year public data collected from the Nord Pool. The results indicate that our model provides a better solution for electricity price forecasting.","","979-8-3503-2892-9","10.1109/ICAPAI58366.2023.10193970","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10193970","electricity price forecasting;price zones;cou-pling effect;graph neural network","Couplings;Renewable energy sources;Manuals;Predictive models;Feature extraction;Data models;Convolutional neural networks","","","","25","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Graph Portfolio: High-Frequency Factor Predictors via Heterogeneous Continual GNNs","M. Hu; Z. Tan; B. Liu; G. Yin","School of Finance, Southwestern University of Finance and Economics, Chengdu, China; School of Computer Science and Engineering, Faculty of Innovation Engineering, Macau University of Science and Technology, Taipa, Macau; Center of Statistical Research, School of Statistics, Southwestern University of Finance and Economics, Chengdu, China; Department of Statistics and Actuarial Science, University of Hong Kong, Hong Kong, SAR, China",IEEE Transactions on Knowledge and Data Engineering,"5 Jun 2025","2025","37","7","4104","4116","This study aims to address the challenges of financial price prediction in high-frequency trading (HFT) by introducing a novel continual learning framework based on factor predictors via graph neural networks. The model integrates multi-factor pricing theory with real-time market dynamics, effectively bypassing the limitations of conventional time series forecasting methods, which often lack financial theory guidance and ignore market correlations. We propose three heterogeneous tasks, including price gap regression, changepoint detection, and price moving average regression to trace the short-, intermediate-, and long-term trend factors present in the data. We also account for the cross-sectional correlations inherent in the financial market, where prices of different assets show strong dynamic correlations. To accurately capture these dynamic relationships, we resort to spatio-temporal graph neural network (STGNN) to enhance the predictive power of the model. Our model allows a continual learning strategy to simultaneously consider these tasks (factors). To tackle the catastrophic forgetting in continual learning while considering the heterogeneity of tasks, we propose to calculate parameter importance with mutual information between original observations and the extracted features. Empirical studies on the Chinese futures data and U.S. equity data demonstrate the superior performance of the proposed model compared to other state-of-the-art approaches.","1558-2191","","10.1109/TKDE.2025.3566111","Theme-based Research Scheme from Research Grants Council of Hong Kong(grant numbers:T45-401/22-N); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10981815","Continual learning;factor predictors;financial price forecasting;graph neural networks;spatio-temporal data","Market research;Time series analysis;Pricing;Graph neural networks;Forecasting;Feature extraction;Continuing education;Predictive models;Data models;Deep learning","","2","","46","IEEE","1 May 2025","","","IEEE","IEEE Journals"
