"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Yang, Z.; Zhou, B.; Tang, X.; Li, R.; Hu, S.","Yang, Ziang (57226388711); Zhou, Biyu (56704021900); Tang, Xuehai (56333216100); Li, Ruixuan (58739309400); Hu, Songlin (7404287527)","57226388711; 56704021900; 56333216100; 58739309400; 7404287527","Breaking the Weak Semantics Bottleneck of Transformers in Time Series Forecasting","2024","Frontiers in Artificial Intelligence and Applications","392","","","1430","1437","0","10.3233/FAIA240645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213364613&doi=10.3233%2FFAIA240645&partnerID=40&md5=bc32066ff597908f1dc91d696a9d8447","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85213364613"
"Rawal, K.; Ahmad, A.","Rawal, Keerti (57245432400); Ahmad, Aijaz (7202040743)","57245432400; 7202040743","Mining latent patterns with multi-scale decomposition for electricity demand and price forecasting using modified deep graph convolutional neural networks","2024","Sustainable Energy, Grids and Networks","39","","101436","","","10","10.1016/j.segan.2024.101436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195090687&doi=10.1016%2Fj.segan.2024.101436&partnerID=40&md5=6f0a56ad341efb8d019338219c459275","Article","Final","","Scopus","2-s2.0-85195090687"
"Bhambu, A.; Gao, R.; Suganthan, P.N.","Bhambu, Aryan (58000568700); Gao, Ruobin (57216528732); Suganthan, Ponnuthurai Nagaratnam (7003996538)","58000568700; 57216528732; 7003996538","Recurrent ensemble random vector functional link neural network for financial time series forecasting","2024","Applied Soft Computing","161","","111759","","","35","10.1016/j.asoc.2024.111759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193904102&doi=10.1016%2Fj.asoc.2024.111759&partnerID=40&md5=886f798f6f316de0ff57098a4d5579d1","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85193904102"
"Feng, C.; Liu, C.; Jiang, D.","Feng, Chenlong (57223366469); Liu, Chao (56937835000); Jiang, Dongxiang (24352205400)","57223366469; 56937835000; 24352205400","Root cause localization for wind turbines using physics guided multivariate graphical modeling and fault propagation analysis","2024","Knowledge-Based Systems","295","","111838","","","13","10.1016/j.knosys.2024.111838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191335094&doi=10.1016%2Fj.knosys.2024.111838&partnerID=40&md5=f93fcd7dccdc2a0e22d6dd7b03804f90","Article","Final","","Scopus","2-s2.0-85191335094"
"Zheng, C.; Shi, Y.; Lee, W.; Cheng, L.; Wang, X.; Yan, Z.; Kong, F.","Zheng, Chengdong (59180742500); Shi, Yuliang (55495649600); Lee, Wu (57221831119); Cheng, Lin (57208655847); Wang, Xinjun (35235383700); Yan, Zhongmin (55286550700); Kong, Fanyu (55737228200)","59180742500; 55495649600; 57221831119; 57208655847; 35235383700; 55286550700; 55737228200","DPHM-Net:de-redundant multi-period hybrid modeling network for long-term series forecasting","2024","World Wide Web","27","4","40","","","2","10.1007/s11280-024-01281-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196510286&doi=10.1007%2Fs11280-024-01281-4&partnerID=40&md5=13ad380809b6fd0a0824791dc5c50370","Article","Final","","Scopus","2-s2.0-85196510286"
"Gao, H.; Ren, Q.; Li, J.","Gao, Haozhi (58899957700); Ren, Qianqian (22635518100); Li, Jinbao (55954378200)","58899957700; 22635518100; 55954378200","Distillation enhanced time series forecasting network with momentum contrastive learning","2024","Information Sciences","675","","120712","","","6","10.1016/j.ins.2024.120712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193439815&doi=10.1016%2Fj.ins.2024.120712&partnerID=40&md5=f1f004a8791a1b3d4a0af0f061a26937","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85193439815"
"Ghorab, R.M.; Doudali, T.D.","Ghorab, Razine Moundir (60213651300); Doudali, Thaleia Dimitra (57195128230)","60213651300; 57195128230","Toward Using Representation Learning for Cloud Resource Usage Forecasting","2024","","","","","13","19","0","10.1145/3660605.3660942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204988791&doi=10.1145%2F3660605.3660942&partnerID=40&md5=94cfee622320d2afb3f0866b2f5aa5c4","Conference paper","Final","","Scopus","2-s2.0-85204988791"
"Dubey, G.; Singh, H.P.; Maurya, R.K.; Sheoran, K.; Dhand, G.","Dubey, Gaurav (57188636482); Singh, Harivans Pratap (57209197728); Maurya, Rajesh Kumar (57263967300); Sheoran, Kavita (57188587294); Dhand, Geetika Deep (57190830787)","57188636482; 57209197728; 57263967300; 57188587294; 57190830787","A hybrid forecasting system using convolutional-based extreme learning with extended elephant herd optimization for time-series prediction","2024","Soft Computing","28","11-12","","7093","7124","4","10.1007/s00500-023-09499-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182984266&doi=10.1007%2Fs00500-023-09499-6&partnerID=40&md5=1bed16a9b2e8e1d9227b738db272ce1a","Article","Final","","Scopus","2-s2.0-85182984266"
"He, Z.; Xu, L.; Yu, J.; Wu, X.","He, Zehua (58740857000); Xu, Lingyu (7404745474); Yu, Jie (55643999006); Wu, Xinrong (55797316500)","58740857000; 7404745474; 55643999006; 55797316500","Dynamic multi-fusion spatio-temporal graph neural network for multivariate time series forecasting","2024","Expert Systems with Applications","241","","122729","","","16","10.1016/j.eswa.2023.122729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178450400&doi=10.1016%2Fj.eswa.2023.122729&partnerID=40&md5=58a363b80db81a4c93cb8189e30d72a2","Article","Final","","Scopus","2-s2.0-85178450400"
"Li, Z.; Gao, Z.; Zhang, X.; Zhang, G.; Xu, L.","Li, Zhuolin (57212510411); Gao, Ziheng (58128341800); Zhang, Xiaolin (57006532100); Zhang, Gaowei (56670483600); Xu, Lingyu (7404745474)","57212510411; 58128341800; 57006532100; 56670483600; 7404745474","Time-aware personalized graph convolutional network for multivariate time series forecasting","2024","Expert Systems with Applications","240","","122471","","","11","10.1016/j.eswa.2023.122471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177793912&doi=10.1016%2Fj.eswa.2023.122471&partnerID=40&md5=45b2d56a9429cd9272b4bbc0fa50e0d6","Article","Final","","Scopus","2-s2.0-85177793912"
"Chao, W.; Qiu, Z.; Wu, L.; Guo, Z.; Zheng, Z.; Zhu, H.; Liu, H.","Chao, Wenshuo (58893933600); Qiu, Zhaopeng (57211949249); Wu, Likang (57203604243); Guo, Zhuoning (57457744800); Zheng, Zhi (57218925250); Zhu, Hengshu (54582012700); Liu, Hao (57214908032)","58893933600; 57211949249; 57203604243; 57457744800; 57218925250; 54582012700; 57214908032","A Cross-View Hierarchical Graph Learning Hypernetwork for Skill Demand-Supply Joint Prediction","2024","Proceedings of the AAAI Conference on Artificial Intelligence","38","18","","19813","19822","4","10.1609/aaai.v38i18.29956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189535821&doi=10.1609%2Faaai.v38i18.29956&partnerID=40&md5=747aae7add4a15c2cfae7c6daaf49b06","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189535821"
"Li, Y.; Xu, J.; Anastasiu, D.C.","Li, Yanhong (58003248500); Xu, Jack (58003405400); Anastasiu, David C. (35316821200)","58003248500; 58003405400; 35316821200","Learning from Polar Representation: An Extreme-Adaptive Model for Long-Term Time Series Forecasting","2024","Proceedings of the AAAI Conference on Artificial Intelligence","38","1","","171","179","11","10.1609/aaai.v38i1.27768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189337553&doi=10.1609%2Faaai.v38i1.27768&partnerID=40&md5=cc18602e427e4d2e0304f22f6e9c5d09","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189337553"
"Jhin, S.Y.; Shin, H.; Kim, S.; Hong, S.; Jo, M.; Park, S.; Park, N.; Lee, S.; Maeng, H.; Jeon, S.","Jhin, Sheo Yon (57224971396); Shin, Heejoo (57873501300); Kim, Sujie (58674158700); Hong, Seoyoung (57224970818); Jo, Minju (57224978772); Park, Solhee (57371210100); Park, Noseong (55994517000); Lee, Seungbeom (57371213700); Maeng, Hwiyoung (57371219300); Jeon, Seungmin (57371223700)","57224971396; 57873501300; 58674158700; 57224970818; 57224978772; 57371210100; 55994517000; 57371213700; 57371219300; 57371223700","Attentive neural controlled differential equations for time-series classification and forecasting","2024","Knowledge and Information Systems","66","3","","1885","1915","12","10.1007/s10115-023-01977-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175369922&doi=10.1007%2Fs10115-023-01977-5&partnerID=40&md5=d53a12e90ee46a0bcf91909625ee4b03","Article","Final","","Scopus","2-s2.0-85175369922"
"Wang, B.; Liu, X.; Chi, M.; Li, Y.","Wang, Bo (58736699000); Liu, Xiaodong (55717309300); Chi, Ming (58614036500); Li, Yao (59646171100)","58736699000; 55717309300; 58614036500; 59646171100","Bayesian network based probabilistic weighted high-order fuzzy time series forecasting","2024","Expert Systems with Applications","237","","121430","","","19","10.1016/j.eswa.2023.121430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172026141&doi=10.1016%2Fj.eswa.2023.121430&partnerID=40&md5=7e509dacfe9388673b0e7aa2046d2228","Article","Final","","Scopus","2-s2.0-85172026141"
"Li, C.; Zhao, Y.; Zhang, Z.","Li, Chenghao (57226404370); Zhao, Yahui (36835985500); Zhang, Zhenguo (55721875300)","57226404370; 36835985500; 55721875300","AMGCN: adaptive multigraph convolutional networks for traffic speed forecasting","2024","Applied Intelligence","54","3","","2594","2613","3","10.1007/s10489-024-05301-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185300332&doi=10.1007%2Fs10489-024-05301-8&partnerID=40&md5=0ddbf9b1396818ada648d9979c476c04","Article","Final","","Scopus","2-s2.0-85185300332"
"Xie, Y.; Liu, Q.; Hou, R.; Dai, T.; Lan, T.","Xie, Yang (59322127600); Liu, Qiao (55768421900); Hou, Rui (58107157200); Dai, Tingting (58072805600); Lan, Tian (57205928162)","59322127600; 55768421900; 58107157200; 58072805600; 57205928162","Multi-level Relational Learning with Synergistic Graphs for Multivariate Time Series Forecasting","2024","Proceedings of Machine Learning Research","260","","","175","190","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219553685&partnerID=40&md5=75d46d1e920dd2d5d7a643e2d588a688","Conference paper","Final","","Scopus","2-s2.0-85219553685"
"Paris, J.; Sinoquet, C.; Taia-Alaoui, F.; Lejus-Bourdeau, C.","Paris, Julien (59490456600); Sinoquet, Christine (24391336600); Taia-Alaoui, Fadoua (59425812800); Lejus-Bourdeau, Corinne (57202704225)","59490456600; 24391336600; 59425812800; 57202704225","Deep joint modelling of mixed asynchronous streams - Proof of concept for data-driven simulation of a digital patient under anaesthesia","2024","Procedia Computer Science","246","C","","2597","2606","1","10.1016/j.procs.2024.09.438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213406246&doi=10.1016%2Fj.procs.2024.09.438&partnerID=40&md5=4efd9a3872e93bd34698b98dc17750ca","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213406246"
"Li, Y.; Anastasiu, D.C.","Li, Yanhong (58003248500); Anastasiu, David C. (35316821200)","58003248500; 35316821200","Multivariate Segment Expandable Encoder-Decoder Model for Time Series Forecasting","2024","IEEE Access","12","","","185012","185026","1","10.1109/ACCESS.2024.3513256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212036945&doi=10.1109%2FACCESS.2024.3513256&partnerID=40&md5=ce0fca869d07ff78d30a501101a82cf1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85212036945"
"Cakiroglu, M.O.; Kurban, H.; Buxton, E.; Dalkılıç, M.","Cakiroglu, Mert Onur (59230631500); Kurban, Hasan (56375007000); Buxton, Elham Khorasani (57203456082); Dalkılıç, Mehmet M. (8876125600)","59230631500; 56375007000; 57203456082; 8876125600","A Novel Discrete Time Series Representation with De Bruijn Graphs for Enhanced Forecasting Using TimesNet (Extended Abstract)","2024","","","","","","","2","10.1109/DSAA61799.2024.10722826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209406712&doi=10.1109%2FDSAA61799.2024.10722826&partnerID=40&md5=a40dd7272aba16d33c54d230b743797d","Conference paper","Final","","Scopus","2-s2.0-85209406712"
"Liu, X.; Zhang, Y.; Wang, H.; Qin, S.; Zhang, Z.; Yang, Y.; Wang, J.","Liu, Xiaoqian (57217014744); Zhang, Yingjun (49962640800); Wang, Hui (36060775900); Qin, Sipei (59388777400); Zhang, Zhenhua (57920638300); Yang, Yanyan (54396590900); Wang, Jingping (55972839100)","57217014744; 49962640800; 36060775900; 59388777400; 57920638300; 54396590900; 55972839100","Long-Term Interpretable Air Quality Trend Forecasting via Directed Interval Fuzzy Cognitive Maps","2024","IEEE Transactions on Fuzzy Systems","32","12","","7129","7142","4","10.1109/TFUZZ.2024.3482282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207712649&doi=10.1109%2FTFUZZ.2024.3482282&partnerID=40&md5=c227551451227a3dd81f5215157607f2","Article","Final","","Scopus","2-s2.0-85207712649"
"Wang, Y.-L.; Wang, X.-L.; Zhou, J.; Yang, C.; Yang, Y.","Wang, Yulong (57190180946); Wang, Xiaoli (55969142000); Zhou, Jiayi (59101753800); Yang, C. (7407741768); Yang, Yang (57825770100)","57190180946; 55969142000; 59101753800; 7407741768; 57825770100","Long Sequence Multivariate Time-Series Forecasting for Industrial Processes Using SASGNN","2024","IEEE Transactions on Industrial Informatics","20","10","","12407","12417","5","10.1109/TII.2024.3424214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206825657&doi=10.1109%2FTII.2024.3424214&partnerID=40&md5=5d30e620db7c8bbd68fc95cc07193e46","Article","Final","","Scopus","2-s2.0-85206825657"
"Zhou, Y.; Guo, Y.; Guo, F.; Jing, F.; Yang, J.; Bie, R.","Zhou, Ye (59366649800); Guo, Yu (57194769713); Guo, Fangda (56427426700); Jing, Fangming (59366864300); Yang, Jiangrong (58172114100); Bie, Rongfang (8853874100)","59366649800; 57194769713; 56427426700; 59366864300; 58172114100; 8853874100","FedDGCL: Federated Graph Neural Network with Dual Graph Contrast Learning for Multivariable Time Series Forecasting","2024","Lecture Notes in Computer Science","14850 LNCS","","","393","408","0","10.1007/978-981-97-5552-3_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206381264&doi=10.1007%2F978-981-97-5552-3_27&partnerID=40&md5=8a1ef71b78af01745799603a47faec1c","Conference paper","Final","","Scopus","2-s2.0-85206381264"
"Feng, D.; Li, D.; Zhou, Y.; Wang, W.","Feng, Ding (56069690700); Li, Deng'Ao (36544239400); Zhou, Yu (57191432367); Wang, Wei (59362997500)","56069690700; 36544239400; 57191432367; 59362997500","MLFGCN: short-term residential load forecasting via graph attention temporal convolution network","2024","Frontiers in Neurorobotics","18","","1461403","","","5","10.3389/fnbot.2024.1461403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206116195&doi=10.3389%2Ffnbot.2024.1461403&partnerID=40&md5=0164df366a77d3fd1b8345767f27ed0f","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85206116195"
"He, Z.; Shi, Q.; Wei, Z.; Tu, Y.; Guo, L.","He, Zehua (58740857000); Shi, Quingjiang (24773778500); Wei, Zhongxiang (57158079100); Tu, Ya (57201253730); Guo, Lantu (57208854972)","58740857000; 24773778500; 57158079100; 57201253730; 57208854972","STGNA: Spatial-Temporal Graph Convolutional Networks with Node Level Attention for Shortwave Communications Parameters Forecasting","2024","Lecture Notes in Computer Science","15020 LNCS","","","202","216","0","10.1007/978-3-031-72344-5_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205318444&doi=10.1007%2F978-3-031-72344-5_14&partnerID=40&md5=ede98c1bccfecd9923be17a7f092510a","Conference paper","Final","","Scopus","2-s2.0-85205318444"
"Wu, S.; Xiong, K.; Yu, F.; Pan, X.; Li, J.","Wu, Siyu (59610004300); Xiong, Kai (59306861900); Yu, Feiyang (58521772600); Pan, Xiyu (59307164900); Li, Jianjun (55780726700)","59610004300; 59306861900; 58521772600; 59307164900; 55780726700","ESSformer: Transformers with ESS Attention for Long-Term Series Forecasting","2024","Lecture Notes in Computer Science","15021 LNCS","","","221","234","0","10.1007/978-3-031-72347-6_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205289203&doi=10.1007%2F978-3-031-72347-6_15&partnerID=40&md5=d523390c385e9989cd05ca765a178036","Conference paper","Final","","Scopus","2-s2.0-85205289203"
"Zhang, Z.; Yao, X.","Zhang, Zhiyuan (56068673900); Yao, Xuhui (59343816400)","56068673900; 59343816400","Time Series Forecasting Based on Structured Decomposition and Variational Autoencoder","2024","Proceedings of the International Joint Conference on Neural Networks","","","","","","0","10.1109/IJCNN60899.2024.10650587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205029672&doi=10.1109%2FIJCNN60899.2024.10650587&partnerID=40&md5=ed4b7145ac4fe1d41d555533bdae2b62","Conference paper","Final","","Scopus","2-s2.0-85205029672"
"Lee, J.; Kim, G.","Lee, Jinyoung (59330420700); Kim, Gyeyoung (7403064186)","59330420700; 7403064186","CNN-Based Time Series Decomposition Model for Video Prediction","2024","IEEE Access","12","","","131205","131216","1","10.1109/ACCESS.2024.3458460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204152823&doi=10.1109%2FACCESS.2024.3458460&partnerID=40&md5=879b1eacb595f63d409f5ca925741500","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85204152823"
"Bian, Y.; Ju, X.; Li, J.; Xu, Z.; Cheng, D.; Xu, Q.","Bian, Yuxuan (58638471400); Ju, Xuan (57394037100); Li, Jiangtong (57210361380); Xu, Zhijian (57339542100); Cheng, Dawei (57191748068); Xu, Qiang (56583074400)","58638471400; 57394037100; 57210361380; 57339542100; 57191748068; 56583074400","Multi-Patch Prediction: Adapting Language Models for Time Series Representation Learning","2024","Proceedings of Machine Learning Research","235","","","3889","3912","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203792645&partnerID=40&md5=52dd06855aa146594c16898fbe2036a4","Conference paper","Final","","Scopus","2-s2.0-85203792645"
"Wang, N.; Cao, Y.; Wang, L.; Luo, F.; Li, X.; Han, Y.; Hu, X.","Wang, Nan (59143789900); Cao, Yanming (59251647900); Wang, Lei (57211489614); Luo, Fei (59302856700); Li, Xueming (59302925500); Han, Yongming (55489232400); Hu, Xuan (57203001068)","59143789900; 59251647900; 57211489614; 59302856700; 59302925500; 55489232400; 57203001068","Dynamic Personalized Graph Neural Ordinary Differential Equation Network for Multivariate Time Series Prediction of Chemical Processes","2024","","","","","2044","2049","0","10.1109/DDCLS61622.2024.10606557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202433062&doi=10.1109%2FDDCLS61622.2024.10606557&partnerID=40&md5=bdb0a48ad4058a35ca44b02158924926","Conference paper","Final","","Scopus","2-s2.0-85202433062"
"Chatziparaskevas, G.; Mademlis, I.; Pitas, I.","Chatziparaskevas, Georgios (59294005800); Mademlis, Ioannis (56436769200); Pitas, Ioannis Csd Auth Gr (35569279700)","59294005800; 56436769200; 35569279700","Generative Representation Learning in Recurrent Neural Networks for Causal Timeseries Forecasting","2024","IEEE Transactions on Artificial Intelligence","5","12","","6412","6425","2","10.1109/TAI.2024.3446465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201748000&doi=10.1109%2FTAI.2024.3446465&partnerID=40&md5=faec4ce36fd2b4858738e074d1823c0a","Article","Final","","Scopus","2-s2.0-85201748000"
"Lee, J.; Jeon, M.; Kang, M.; Park, K.","Lee, Joonhun (58704418400); Jeon, Myeongho (57221318184); Kang, Myungjoo (8637825200); Park, Kyunghyun (57194651341)","58704418400; 57221318184; 8637825200; 57194651341","FEATURE-ALIGNED N-BEATS WITH SINKHORN DIVERGENCE","2024","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200581724&partnerID=40&md5=ca61f360be79fcd23e39eef539477817","Conference paper","Final","","Scopus","2-s2.0-85200581724"
"Ma, M.; Hu, J.; Jensen, C.S.; Teng, F.; Han, P.; Xu, Z.; Li, T.","Ma, Minbo (57215675045); Hu, Jilin (57191344514); Jensen, Christian S. (35453638700); Teng, Fei (36134106600); Han, Peng (57209500869); Xu, Zhiqiang (57192069041); Li, Tianrui (7406372548)","57215675045; 57191344514; 35453638700; 36134106600; 57209500869; 57192069041; 7406372548","Learning Time-Aware Graph Structures for Spatially Correlated Time Series Forecasting","2024","Proceedings - International Conference on Data Engineering","","","","4435","4448","17","10.1109/ICDE60146.2024.00338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200495484&doi=10.1109%2FICDE60146.2024.00338&partnerID=40&md5=57d44d2c49662c76943690a3169a1f6a","Conference paper","Final","","Scopus","2-s2.0-85200495484"
"Chang, C.; Chan, C.-T.; Wang, W.-Y.; Peng, W.-C.; Chen, T.-F.","Chang, Ching (58558025600); Chan, Chiaotung (58776904400); Wang, Weiyao (57219767642); Peng, Wenchih (8358716100); Chen, Tien Fu (7405539575)","58558025600; 58776904400; 57219767642; 8358716100; 7405539575","TimeDRL: Disentangled Representation Learning for Multivariate Time-Series","2024","Proceedings - International Conference on Data Engineering","","","","625","638","18","10.1109/ICDE60146.2024.00054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200449476&doi=10.1109%2FICDE60146.2024.00054&partnerID=40&md5=021d38a5033e5e8db4e962c30043a6dd","Conference paper","Final","","Scopus","2-s2.0-85200449476"
"Aqil, K.H.; Dumpuri, P.; Ram, K.; Sivaprakasam, M.","Aqil, K. H. (58262143200); Dumpuri, Prashanth (6506401404); Ram, Keerthi (57038433000); Sivaprakasam, Mohanasankar (6506470218)","58262143200; 6506401404; 57038433000; 6506470218","Predictive modeling of Alzheimer's disease progression: Integrating temporal clinical factors and outcomes in time series forecasting","2024","Intelligence-Based Medicine","10","","100159","","","4","10.1016/j.ibmed.2024.100159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199039284&doi=10.1016%2Fj.ibmed.2024.100159&partnerID=40&md5=a2a733ca4e61e012ced09f5c8158a253","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199039284"
"Zhao, J.; Dai, H.; Zhen, Z.; Wang, F.","Zhao, Jiansheng (59144012100); Dai, Haonan (57908651600); Zhen, Zhao (55993147500); Wang, Fei (51461203400)","59144012100; 57908651600; 55993147500; 51461203400","A Regional Short-term Load Forecasting Method Based on Adaptive Graph Construction and Kernel Size Selection","2024","Conference Record - Industrial and Commercial Power Systems Technical Conference","","","","","","1","10.1109/ICPS60943.2024.10563907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197856085&doi=10.1109%2FICPS60943.2024.10563907&partnerID=40&md5=4ad71dbbe257ad79211aea7eba4a204a","Conference paper","Final","","Scopus","2-s2.0-85197856085"
"Liang, A.; Chai, X.; Sun, Y.; Guizani, M.","Liang, Aobo (59123162500); Chai, Xiaolin (57215223011); Sun, Yan (56358931400); Guizani, Mohsen Mokhtar (7004750176)","59123162500; 57215223011; 56358931400; 7004750176","GTformer: Graph-Based Temporal-Order-Aware Transformer for Long-Term Series Forecasting","2024","IEEE Internet of Things Journal","11","19","","31467","31478","11","10.1109/JIOT.2024.3419768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197085861&doi=10.1109%2FJIOT.2024.3419768&partnerID=40&md5=d4f7f3656f6f3162ee9f1256ce1bf310","Article","Final","","Scopus","2-s2.0-85197085861"
"Schmieg, T.; Lanquillon, C.","Schmieg, Tobias (59175700900); Lanquillon, Carsten (24178557600)","59175700900; 24178557600","Time Series Representation Learning: A Survey on Deep Learning Techniques for Time Series Forecasting","2024","Lecture Notes in Computer Science","14734 LNAI","","","422","435","1","10.1007/978-3-031-60606-9_25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196210132&doi=10.1007%2F978-3-031-60606-9_25&partnerID=40&md5=106cf660d5365b16a3116103b21c3492","Conference paper","Final","","Scopus","2-s2.0-85196210132"
"Ye, L.; Zhou, J.; Yin, Z.; Han, K.; Hu, H.; Song, D.","Ye, Lisha (59132629800); Zhou, Jianfeng (59133231400); Yin, Zhe (59132424900); Han, Kunpeng (58096178900); Hu, Haoyuan (57212514272); Song, Dongjing (7402443773)","59132629800; 59133231400; 59132424900; 58096178900; 57212514272; 7402443773","A Novel Hybrid Graph Learning Method for Inbound Parcel Volume Forecasting in Logistics System","2024","","","","","352","360","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193544263&partnerID=40&md5=e7d52874db1fbdbf634f2c0e5d10e596","Conference paper","Final","","Scopus","2-s2.0-85193544263"
"Xu, K.; Chen, L.; Patenaude, J.-M.; Wang, S.","Xu, Kunpeng (57204457974); Chen, Lifei (7409446163); Patenaude, Jean Marc (57205745159); Wang, Shengrui (10238858300)","57204457974; 7409446163; 57205745159; 10238858300","Kernel Representation Learning with Dynamic Regime Discovery for Time Series Forecasting","2024","Lecture Notes in Computer Science","14650 LNAI","","","251","263","7","10.1007/978-981-97-2266-2_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192812699&doi=10.1007%2F978-981-97-2266-2_20&partnerID=40&md5=abbd91e2f4c4ba15c3852891fc4c27e4","Conference paper","Final","","Scopus","2-s2.0-85192812699"
"Zhang, K.; Wen, Q.; Zhang, C.; Cai, R.; Jin, M.; Yong, Y.; Zhang, J.Y.; Liang, Y.; Pang, G.; Song, D.; Pan, S.","Zhang, Kexin (57226270319); Wen, Qingsong (57211755653); Zhang, Chaoli (57758064900); Cai, Rongyao (58538947200); Jin, Ming (57222480084); Yong, Liu (56011543900); Zhang, James Y. (57221657806); Liang, Yuxuan (57200374464); Pang, Guansong (57189033545); Song, Dongjing (7402443773); Pan, Shirui (55522732400)","57226270319; 57211755653; 57758064900; 58538947200; 57222480084; 56011543900; 57221657806; 57200374464; 57189033545; 7402443773; 55522732400","Self-Supervised Learning for Time Series Analysis: Taxonomy, Progress, and Prospects","2024","IEEE Transactions on Pattern Analysis and Machine Intelligence","46","10","","6775","6794","142","10.1109/TPAMI.2024.3387317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190169159&doi=10.1109%2FTPAMI.2024.3387317&partnerID=40&md5=55575dbc404ea757160062b8bdc7cba0","Article","Final","","Scopus","2-s2.0-85190169159"
"Lee, S.; Park, T.; Lee, K.","Lee, Seunghan (57221399913); Park, Taeyoung (24559512600); Lee, Kibok (57192165991)","57221399913; 24559512600; 57192165991","LEARNING TO EMBED TIME SERIES PATCHES INDEPENDENTLY","2024","","","","","","","19","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188477152&partnerID=40&md5=a2b52cd9acf9f17a1e2b1a3826c4bd60","Conference paper","Final","","Scopus","2-s2.0-85188477152"
"Xu, N.; Kosma, C.; Vazirgiannis, M.","Xu, Nancy (57404757800); Kosma, Chrysoula (57831470200); Vazirgiannis, Michalis (7004248278)","57404757800; 57831470200; 7004248278","TimeGNN: Temporal Dynamic Graph Learning for Time Series Forecasting","2024","Studies in Computational Intelligence","1141 SCI","","","87","99","13","10.1007/978-3-031-53468-3_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187679129&doi=10.1007%2F978-3-031-53468-3_8&partnerID=40&md5=a3a57d6c5b97e763ab06e6aa4e03bedd","Conference paper","Final","","Scopus","2-s2.0-85187679129"
