"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"WirMAE: Learning Well-Logging Interval Representations via Masked Autoencoders for Gas Hydrate Reservoir Characterization","Z. Li; Z. Zhang; L. Jiang; Z. Liu; H. Zhou; J. Sun; K. Lee; F. Ning","Faculty of Engineering and National Center for International Research on Deep Earth Drilling and Resource Development, China University of Geosciences, Wuhan, China; National Center for International Research on Deep Earth Drilling and Resource Development and the College of Marine Science and Technology, China University of Geosciences, Wuhan, China; School of Computer Science, China University of Geosciences, Wuhan, China; Faculty of Engineering and National Center for International Research on Deep Earth Drilling and Resource Development, China University of Geosciences, Wuhan, China; Faculty of Engineering and National Center for International Research on Deep Earth Drilling and Resource Development, China University of Geosciences, Wuhan, China; Faculty of Engineering and National Center for International Research on Deep Earth Drilling and Resource Development, China University of Geosciences, Wuhan, China; Department of Geoenvironmental Sciences, Yellow Sea Institute of Geoenvironmental Sciences, Kongju National University, Gongju-si, Chungnam, Republic of Korea; Faculty of Engineering and National Center for International Research on Deep Earth Drilling and Resource Development, China University of Geosciences, Wuhan, China",IEEE Transactions on Geoscience and Remote Sensing,"20 Jun 2025","2025","63","","1","16","Reservoir characterization (identification and parameter estimation) is critical for gas hydrate exploration and development. While machine learning (ML) techniques excel at capturing complex relationships in well-logging reservoir characterization, existing research mainly focuses on end-to-end supervised learning approaches relying on costly labeled data and lacking multitask learning capabilities. In this article, we introduce a self-supervised learning (SSL) framework to learn general representations of large-scale unlabeled Well-Logging Interval Representations via Masked Autoencoders (WirMAE). By incorporating channel-based attention mechanisms and a masked reconstruction pretraining strategy for variable tokens, WirMAE effectively extracts intrinsic multivariate correlations within logging data, enabling the generation of various missing log curves. The model is validated on data from globally distributed hydrate with diverse accumulation patterns. Compared to supervised deep learning methods and classical ML models, fine-turned WirMAE achieves superior reservoir identification accuracy (average  $F1$ -score: 0.864) using only 1% labeled data in complex geological settings. Combined with domain expertise, WirMAE yields precise estimation of key reservoir parameters such as hydrate saturation and permeability, outperforming conventional petrophysical methods. Additionally, embedding visualizations and attention analyses reveal the inner workings of the model and its consistency with expert-driven geological interpretations. Our findings highlight the potential of SSL for advancing more accurate and transparent intelligent reservoir characterization using well-log data, indicating that the application of WirMAE could be extended to broader hydrocarbon reservoirs in the future.","1558-0644","","10.1109/TGRS.2025.3577988","National Science Fund for Distinguished Young Scholars(grant numbers:42225207); National Natural Science Foundation of China(grant numbers:42306240,42376220,42372361); fellowship of China Postdoctoral Science Foundation(grant numbers:2024T170853,2022M722942); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029068","Gas hydrate;masked autoencoder (MAE);reservoir characterization;self-supervised learning (SSL);Transformer;well-log data","Reservoirs;Geology;Transformers;Accuracy;Autoencoders;Data models;Representation learning;Predictive models;Training;Decoding","","","","93","IEEE","9 Jun 2025","","","IEEE","IEEE Journals"
"A causal graph-based framework for satellite health monitoring","J. Meng; J. Cai; L. Chang","Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China; Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China; Innovation Academy for Microsatellites, University of Chinese Academy of Sciences, Shanghai, China",2023 IEEE International Conference on Prognostics and Health Management (ICPHM),"2 Aug 2023","2023","","","89","98","In satellite operations, one of the essential tasks is to monitor the health status of the systems, which involves forecasting telemetry data that reflects the state of health. The application of data-driven approaches in system monitoring has led to significant improvements in health monitoring and anomaly detection. However, existing methods fail to fully leverage the complex inter-sensor relationships present in satellites. They do not explicitly exploit the structure of these relationships to predict the expected behavior of telemetry time series either. To address these limitations, this paper introduces a novel health monitoring framework for artificial satellites that combines causal graphs and deep learning. In the causality learning phase, we propose a method that integrates mRMR (Maximum Relevance Minimum Redundancy) and PCMCI (Peter-Clark Momentary Conditional Independence) to construct an efficient and accurate causal discovery approach for learning causal graphs for high-dimensional telemetry data. Subsequently, we design a graph attention-based neural network that incorporates these causal graphs into a deep network for prediction. Experimental evaluation on two datasets from satellite attitude control systems and power systems demonstrates the superior performance of our proposed method in accurately predicting health status compared to baseline approaches. Furthermore, the experiments highlight the interpretability-enhancing role of causal graphs, which is beneficial for health monitoring and anomaly detection.","2166-5656","979-8-3503-4625-1","10.1109/ICPHM57936.2023.10194125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10194125","satellite health management;causal discovery;time series prediction;anomaly detection;health assessment","Analytical models;Satellites;Neural networks;Time series analysis;Sensor systems;Sensors;Telemetry","","","","25","IEEE","2 Aug 2023","","","IEEE","IEEE Conferences"
"Deep Collaborative Intelligence-Driven Traffic Forecasting in Green Internet of Vehicles","Z. Guo; K. Yu; K. Konstantin; S. Mumtaz; W. Wei; P. Shi; J. J. P. C. Rodrigues","Chongqing Key Laboratory of Intelligent Perception and BlockChain Technology, National Research Base of Intelligent Manufacturing Services, Chongqing Technology and Business University, Chongqing, China; Graduate School of Science and Engineering, Hosei University, Tokyo, Japan; Department of Physics of Nanoscale Systems, South Ural State University, Chelyabinsk, Russia; Mobile System, Instituto de Telecomunicações, Aveiro, Portugal; School of Computer Science and Engineering, Xi’an University of Technology, Xi’an, China; School of Electrical and Electronic Engineering, University of Adelaide, Adelaide, SA, Australia; College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China",IEEE Transactions on Green Communications and Networking,"19 May 2023","2023","7","2","1023","1035","Accompanied with the development of green wireless communication, the green Internet of Vehicles (GIoV) has been a latent solution for future transportation. Among them, intelligent traffic forecasting for key nodes in GIoV is a significant research topic. Much research had been devoted to this issue, and graph learning-based approaches seemed to be a promising solution. However, existing research works concentrated more on graph-structured features in GIoV yet neglected global reliability. To deal with such issue, this work combines both deep embedding and graph embedding together and proposes a deep collaborative intelligence-driven traffic forecasting model in GIoV. By establishing more reliable feature spaces for traffic flow prediction, forecasting efficiency is expected to be promoted. Specifically, deep embedding is utilized to generate more abstract representation for basic features of road networks, and graph embedding is employed to update feature representation for different timestamps. Their collaboration contributes to considerable reliability. In addition, experiments are also conducted on a real-world dataset, and the results indicate that forecasting deviation receives about 15%-25% reduction.","2473-2400","","10.1109/TGCN.2022.3193849","National Natural Science Foundation of China(grant numbers:62106029); Humanities and Social Science Research Project of the Ministry of Education(grant numbers:21YJC630036); Science and Technology Research Program of Chongqing Municipal Education Commission(grant numbers:KJQN202000805); High-Level Talents Research Project of CTBU(grant numbers:1856033,1953013); Japan Society for the Promotion of Science (JSPS) Grants-in-Aid for Scientific Research (KAKENHI)(grant numbers:JP18K18044,JP21K17736); FCT/MCTES through National Funds and when applicable co-funded EU Funds(grant numbers:UIDB/50008/2020); Brazilian National Council for Scientific and Technological Development—CNPq(grant numbers:313036/2020-9); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9841473","Collaborative intelligence;traffic forecasting;green Internet of Vehicles;deep learning","Forecasting;Predictive models;Roads;Intelligent transportation systems;Encoding;Data models;Computational modeling","","62","","38","IEEE","26 Jul 2022","","","IEEE","IEEE Journals"
"Anomaly Detection for Small Hydropower Based on Deep Spatio-Temporal Modeling","Y. Zhan; B. Yang; Y. Ma","School of Electrical Engineering, Guangxi University, Nanning, China; School of Electrical Engineering, Guangxi University, Nanning, China; School of Electrical Engineering, Guangxi University, Nanning, China",2025 6th International Conference on Mechatronics Technology and Intelligent Manufacturing (ICMTIM),"30 Jun 2025","2025","","","624","630","Anomaly detection in small hydropower plays a crucial role in small hydropower data-driven condition monitoring systems, contributing to improved equipment durability and reduced operational and maintenance expenses. Benefiting from advancements in the industrial internet, various sensors in small hydropower stations generate co-evolving time-series data with distinct characteristics at any given moment, which are recorded in the small hydropower condition monitoring system. The joint modeling of variable associations and temporal dependencies in small hydropower multivariate time-series data presents significant challenges for anomaly detection tasks. This study characterizes the complex relationships within small hydropower data as a combination of temporal dependencies and inter-feature correlations. To address these, it introduces a novel anomaly detection framework for multivariate time series, integrating adaptive graph structure learning, graph attention mechanisms, and temporal feature pyramid networks to effectively capture spatiotemporal dependencies. The proposed method aims to dynamically capture the most significant relationships, enabling timely detection of potential anomalies for more reliable small hydropower station monitoring. Experimental results on real-world sensor datasets from small hydropower stations show that the proposed method outperforms traditional approaches in anomaly detection, with superior capability in modeling the spatiotemporal dependencies inherent in multivariate time-series data.","","979-8-3315-2661-0","10.1109/ICMTIM65484.2025.11040954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11040954","small hydropower;anomaly detection;multivariate time-series;deep learning","Condition monitoring;Time series analysis;Hydroelectric power generation;Sensor phenomena and characterization;Data models;Sensor systems;Real-time systems;Spatiotemporal phenomena;Anomaly detection;Monitoring","","","","28","IEEE","30 Jun 2025","","","IEEE","IEEE Conferences"
"TransGlow: Attention-augmented Transduction model based on Graph Neural Networks for Water Flow Forecasting","N. S. Roudbari; C. Poullis; Z. Patterson; U. Eicker","Gina Cody School of Engineering and Computer Science Concordia University, Montreal, QC, Canada; Gina Cody School of Engineering and Computer Science Concordia University, Montreal, QC, Canada; Gina Cody School of Engineering and Computer Science Concordia University, Montreal, QC, Canada; Gina Cody School of Engineering and Computer Science Concordia University, Montreal, QC, Canada",2023 International Conference on Machine Learning and Applications (ICMLA),"19 Mar 2024","2023","","","626","632","The hydrometric prediction of water quantity is useful for a variety of applications, including water management, flood forecasting, and flood control. However, the task is difficult due to the dynamic nature and limited data of water systems. Highly interconnected water systems can significantly affect hydrometric forecasting. Consequently, it is crucial to develop models that represent the relationships between other system components. In recent years, numerous hydrological applications have been studied, including streamflow prediction, flood forecasting, and water quality prediction. Existing methods are unable to model the influence of adjacent regions between pairs of variables. In this paper, we propose a spatiotemporal forecasting model that augments the hidden state in Graph Convolution Recurrent Neural Network (GCRN) encoder-decoder using an efficient version of the attention mechanism. The attention layer allows the decoder to access different parts of the input sequence selectively. Since water systems are interconnected and the connectivity information between the stations is implicit, the proposed model leverages a graph learning module to extract a sparse graph adjacency matrix adaptively based on the data. Spatiotemporal forecasting relies on historical data. In some regions, however, historical data may be limited or incomplete, making it difficult to accurately predict future water conditions. Further, we present a new benchmark dataset of water flow from a network of Canadian stations on rivers, streams, and lakes. Experimental results demonstrate that our proposed model TransGlow significantly outperforms baseline methods by a wide margin.","1946-0759","979-8-3503-4534-6","10.1109/ICMLA58977.2023.00092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10460026","Encoder-Decoder;Attention;Graph Neural Net-works;Spatiotemporal forecasting","Recurrent neural networks;Water quality;Predictive models;Rivers;Spatiotemporal phenomena;Floods;Forecasting","","3","","36","IEEE","19 Mar 2024","","","IEEE","IEEE Conferences"
"Time Series Prediction Problems Under Covariate Drift","X. Liang; K. Hao; L. Chen; L. Ren","Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, China; Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, China; Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, China; Engineering Research Center of Digitized Textile and Apparel Technology, Ministry of Education, Donghua University, Shanghai, China",2024 IEEE 13th Data Driven Control and Learning Systems Conference (DDCLS),"5 Aug 2024","2024","","","414","419","In the real world, time series data are ubiquitous, and the prediction task of time series data is very important. Most real-world time series data do not satisfy the assumption of independent and identical distribution (i.i.d.) due to environmental changes, that is, the distribution of the training datasets is different from the distribution of the test datasets, $P(X_{i})= P(X_{j})$, but the conditional distribution is usually considered to be unchanged, $P(y\vert x_{i})= P(y\vert x_{j})$. In this case, it is defined as covariate drift. However, most of the existing prediction algorithms are based on the assumption of i.i.d., so these algorithms have great limitations in the prediction of time series data under covariant drift. Therefore, the AEIF-MLP model is proposed, a time series data prediction model based on MLP and causal structures. The model mainly consists of two modules. Based on the principle of maximum entropy, we propose an adaptive environment segmentation module to separate different environments in the training datasets. Based on the causal structure, we propose an invariant feature learning module to learn common invariant features in different environments to train the model to deal with test datasets of unknown distribution. In summary, this method solves the problem of time series prediction under covariate drift. The validity of the model is verified by drift data sets in different environments for the first time, and the validity of the model is further verified on two real data sets.","2767-9861","979-8-3503-6167-4","10.1109/DDCLS61622.2024.10606927","Fundamental Research Funds for the Central Universities(grant numbers:2232021A-10); National Natural Science Foundation of China(grant numbers:61903078); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10606927","covariate drift;adaptive environment segmentation;causal structure;invariant feature learning","Training;Representation learning;Learning systems;Adaptation models;Time series analysis;Predictive models;Prediction algorithms","","","","17","IEEE","5 Aug 2024","","","IEEE","IEEE Conferences"
"Online Topology Identification of Higher-Order Cell Structures","A. Canbolat; R. Money; B. Beferull-Lozano","Simula Metropolitan Center for Digital Engineering, Oslo, Norway; Simula Metropolitan Center for Digital Engineering, Oslo, Norway; Simula Metropolitan Center for Digital Engineering, Oslo, Norway",2025 IEEE 35th International Workshop on Machine Learning for Signal Processing (MLSP),"24 Oct 2025","2025","","","1","6","Topology identification in cellular complexes is a central challenge in Topological Signal Processing, yet existing methods face major limitations: they fail to generalize to graph learning and inadequately capture the connectivity patterns of cellular complexes. Moreover, most approaches are limited to offline learning with batch data, restricting their applicability in dynamic or non-stationary data environments. We propose a unified framework that explicitly distinguishes between simple and general cycles, enabling seamless generalization across graphs, simplicial complexes, and cellular complexes. Our framework also bridges offline and online learning through a state-space formulation. Based on this, we introduce an online topology identification algorithm and demonstrate its effectiveness through preliminary experiments on synthetic datasets.","2161-0371","979-8-3315-7029-3","10.1109/MLSP62443.2025.11204205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11204205","Topological signal processing;cellular complex learning;topology-based modeling;online learning","Bridges;Machine learning algorithms;Heuristic algorithms;Conferences;Signal processing algorithms;Machine learning;Signal processing;Topology;Faces;Synthetic data","","","","21","IEEE","24 Oct 2025","","","IEEE","IEEE Conferences"
"Forecasting Application Counts in Talent Acquisition Platforms: Harnessing Multimodal Signals using LMs","M. A. Kabir; K. Abdelfatah; S. He; M. Korayem; M. Al Hasan","CareerBuilder LLC, USA; CareerBuilder LLC, Canada; CareerBuilder LLC, USA; CareerBuilder LLC, Canada; Indiana University Indianapolis, USA",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","2334","2339","As recruitment and talent acquisition have become more and more competitive, recruitment firms have become more sophisticated in using machine learning (ML) methodologies for optimizing their day to day activities. But, most of published ML based methodologies in this area have been limited to the tasks like candidate matching, job to skill matching, job classification and normalization. In this work, we discuss a novel task in the recruitment domain, namely, application count forecasting, motivation of which comes from designing of effective outreach activities to attract qualified applicants. We show that existing auto-regressive based time series forecasting methods perform poorly for this task. Henceforth, we propose a multimodal LM-based model which fuses job-posting metadata of various modalities through a simple encoder. Experiments from large real-life datasets from CareerBuilder LLC show the effectiveness of the proposed method over existing state-of-the-art methods.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825459","","Fuses;Time series analysis;Machine learning;Metadata;Big Data;Feature extraction;Forecasting;Recruitment","","","","15","IEEE","16 Jan 2025","","","IEEE","IEEE Conferences"
"Graph-Time Convolutional Neural Networks: Architecture and Theoretical Analysis","M. Sabbaqi; E. Isufi","Intelligent Systems Department, Delft University of Technology, Delft, CD, The Netherlands; Intelligent Systems Department, Delft University of Technology, Delft, CD, The Netherlands",IEEE Transactions on Pattern Analysis and Machine Intelligence,"3 Nov 2023","2023","45","12","14625","14638","Devising and analysing learning models for spatiotemporal network data is of importance for tasks including forecasting, anomaly detection, and multi-agent coordination, among others. Graph Convolutional Neural Networks (GCNNs) are an established approach to learn from time-invariant network data. The graph convolution operation offers a principled approach to aggregate information and offers mathematical analysis by exploring tools from graph signal processing. This analysis provides insights into the equivariance properties of GCNNs; spectral behaviour of the learned filters; and the stability to graph perturbations, which arise from support perturbations or uncertainties. However, extending the convolutional learning and respective analysis to the spatiotemporal domain is challenging because spatiotemporal data have more intrinsic dependencies. Hence, a higher flexibility to capture jointly the spatial and temporal dependencies is required to learn meaningful higher-order representations. Here, we leverage product graphs to represent the spatiotemporal dependencies in the data and introduce Graph-Time Convolutional Neural Networks (GTCNNs) as a principled architecture. We also introduce a parametric product graph to learn the spatiotemporal coupling. The convolution principle further allows a similar mathematical tractability as for GCNNs. In particular, the stability result shows GTCNNs are stable to spatial perturbations. owever, there is an implicit trade-off between discriminability and robustness; i.e., the more complex the model, the less stable. Extensive numerical results on benchmark datasets corroborate our findings and show the GTCNN compares favorably with state-of-the-art solutions. We anticipate the GTCNN to be a starting point for more sophisticated models that achieve good performance but are also fundamentally grounded.","1939-3539","","10.1109/TPAMI.2023.3311912","TU Delft AI Labs; TTW-OTP project GraSPA(grant numbers:19497); Dutch Research Council (NWO); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10239277","Graph convolutional neural networks;graph signal processing;graph-time neural networks;stability to perturbations","Spatiotemporal phenomena;Convolution;Stability analysis;Perturbation methods;Numerical stability;Convolutional neural networks;Data models","","16","","54","IEEE","5 Sep 2023","","","IEEE","IEEE Journals"
"Attention-Based Deep Learning Model for Prediction of Major Adverse Cardiovascular Events in Peritoneal Dialysis Patients","Z. Xu; X. Xu; X. Zhu; K. Niu; J. Dong; Z. He","Key Laboratory of Universal Wireless Communications, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Renal Division, Department of Medicine, Peking University First Hospital, Beijing, China; Beijing University of Posts and Telecommunications Hospital, Beijing, China; Key Laboratory of Universal Wireless Communications, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China; Renal Division, Department of Medicine, Peking University First Hospital, Beijing, China; Key Laboratory of Universal Wireless Communications, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Journal of Biomedical and Health Informatics,"5 Feb 2024","2024","28","2","1101","1109","Major adverse cardiovascular events (MACE) encompass pivotal cardiovascular outcomes such as myocardial infarction, unstable angina, and cardiovascular-related mortality. Patients undergoing peritoneal dialysis (PD) exhibit specific cardiovascular risk factors during the treatment, which can escalate the likelihood of cardiovascular events. Hence, the prediction and key factor analysis of MACE have assumed paramount significance for peritoneal dialysis patients. Current pathological methodologies for prognosis prediction are not only costly but also cumbersome in effectively processing electronic health records (EHRs) data with high dimensionality, heterogeneity, and time series. Therefore in this study, we propose the CVEformer, an attention-based neural network designed to predict MACE and analyze risk factors. CVEformer leverages the self-attention mechanism to capture temporal correlations among time series variables, allowing for weighted integration of variables and estimation of the probability of MACE. CVEformer first captures the correlations among heterogeneous variables through attention scores. Then, it analyzes the correlations within the time series data to identify key risk variables and predict the probability of MACE. When trained and evaluated on data from a large cohort of peritoneal dialysis patients across multiple centers, CVEformer outperforms existing models in terms of predictive performance.","2168-2208","","10.1109/JBHI.2023.3338729","National Key Research and Development Program of China(grant numbers:2021YFE0205300); Scientific Research Project of Capital Health Development(grant numbers:2020-2-4079); CAMS Innovation Fund for Medical Sciences(grant numbers:2019-I2M-5-046); National High Level Hospital Clinical Research Funding(grant numbers:2022CR82); National High Level Hospital Clinical Research Funding(grant numbers:2022CX09); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10339835","Major adverse cardiovascular events (MACE);peritoneal dialysis;deep learning;attention mechanism;key risk factors","Abdomen;Feature extraction;Time series analysis;Hospitals;Deep learning;Predictive models;Correlation","Humans;Deep Learning;Peritoneal Dialysis;Myocardial Infarction;Risk Factors;Prognosis","5","","28","IEEE","4 Dec 2023","","","IEEE","IEEE Journals"
"Cloudformer: Contrastive Learning Based Cloud Workload Prediction","H. Lu; Y. Zhang; Z. Wu; Z. Wei","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China",2024 7th International Conference on Electronics Technology (ICET),"18 Sep 2024","2024","","","534","540","During the last 3 years, researchers have endeavored to extend the efficacy of contrastive learning (CL) towards addressing the challenges inherent in cloud workload prediction, which has demonstrated considerable success in the domains of Computer Vision (CV) and Natural Language Processing(NLP). However, due to the distinctive temporal characteristics of serialized workload information, relying solely on empirical guidance from other domains may prove insufficient for cloud workload prediction. Therefore, we systematically investigated three key components of CL, including: 1) designing backbone encoder for feature extraction, 2) designing methods for extracting negative samples for contrast, and 3) designing the CL loss. We found that inappropriate construction of negative samples may introduce excessive pseudo-negative samples, which neither preserve temporal characteristics nor provide sufficient discriminative features. Additionally, focusing solely on the discrimination between positive and negative samples in the CL loss may not be adequate for enabling the model to learn the temporal patterns of serialized workload information. To address these problems, we propose a novel self-supervised model named Cloudformer. Specifically, we first constructed a CL network based on the Transformer architecture using a pre-train-finetune framework. Following this, we proposed a method to filter pseudo-negative samples based on differential cosine similarity, aimed at assisting the model in more effectively distinguishing between positive and negative samples. Additionally, we introduced the BatchNCE loss, combining MSE loss with InfoNCE loss as a joint optimization objective for CL, effectively enhancing the predictive capability of the model. The experimental results indicate that Cloudformer is capable of learning high-quality patterns in serialized workload sequences and achieves more advanced performance in short sequence prediction tasks.","2768-6515","979-8-3503-6395-1","10.1109/ICET61945.2024.10672804","Research and Development; Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672804","Cloudformer;cloud;workload prediction;time series;pseudo-negative sample","Learning systems;Analytical models;Prevention and mitigation;Natural languages;Contrastive learning;Predictive models;Feature extraction","","1","","26","IEEE","18 Sep 2024","","","IEEE","IEEE Conferences"
"Causality-Aware Multi-Graph Convolutional Networks With Critical Node Dynamics for Electric Vehicle Charging Station Load Forecasting","Y. Huang; S. Wu; Z. Wang; X. Liu; C. Li; Y. Hu","School of Automation, Central South University, Changsha, China; College of Computer Engineering, Jimei University, Xiamen, China; College of Computer Engineering, Jimei University, Xiamen, China; Department of Technology, Management and Economics, Technical University of Denmark, Lyngby, Denmark; DITEN, University of Genoa, Genova, Italy; College of Computer Engineering, Jimei University, Xiamen, China",IEEE Transactions on Smart Grid,"23 Jun 2025","2025","16","4","3210","3225","Accurately forecasting the load of electric vehicle charging stations (EVCSs) is crucial for optimizing grid operations and facilitating EV integration, yet existing methods struggle to capture the intricate spatio-temporal dependencies and the impact of influential EVCSs within charging networks. To address this, we propose a novel framework, Causality-Aware Dynamic Multi-Graph Convolutional Network (CADGN), a multi-graph convolutional network that integrates causal inference and critical node modeling. It consists of two core modules: the Causality-Aware Graph Learning Module (CAGLM) uncovers and represents causal relationships between EVCSs, while the Critical Relationship Graph Learning Module (CRGLM) dynamically models the evolving connections among critical EVCS nodes. Temporal patterns extracted from these modules are then fused to generate accurate load predictions. Extensive experiments using real-world datasets of hourly charging data from multiple cities demonstrate CADGN’s superiority over state-of-the-art EVCS load forecasting models, particularly for short-term and mid-term horizons. Notably, our model achieves an average 4.7% reduction in Mean Absolute Error (MAE) compared to Graph WaveNet across all datasets and prediction horizons, highlighting the practical benefits of considering both causal and critical relationships for enhanced grid operations and EV integration. These results emphasize the importance of incorporating causality and the identification of critical relationships in the EVCS load forecast to achieve higher accuracy.","1949-3061","","10.1109/TSG.2025.3570955","BEGONIA Project through European Commission(grant numbers:01133306); FAST Community; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11007094","Electric vehicle charging stations;load forecasting;graph convolutional networks;causal inference;time series analysis","Load modeling;Accuracy;Load forecasting;Correlation;Forecasting;Predictive models;Vehicle dynamics;Electric vehicle charging;Cause effect analysis;Transportation","","1","","44","IEEE","19 May 2025","","","IEEE","IEEE Journals"
"Knowledge Base-Guided Modeling of ICS Device Behavior for Status Prediction","L. Li; S. Zhang; X. Liu; D. Liu; R. Wang; F. Zhang; F. Zhao; S. Xu","State Grid Shandong Electric Power Company, Jinan, China; State Grid Shandong Electric Power Company, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China; State Grid Shandong Electric Power Research Institute, Jinan, China",2024 IEEE 9th International Conference on Data Science in Cyberspace (DSC),"4 Feb 2025","2024","","","541","548","Predicting device status in Industrial Control Systems (ICS) is important for ensuring operational efficiency and preventing costly failures. Traditional univariate forecasting models grapple with the complexities inherent in multivariate time series data characterized by high interdependencies among devices. This study pioneers a novel methodology, which can fuse of linear model principles with graph embedding techniques (GCNs), for device behavior modeling. Specifically, we innovatively establish a device behavior knowledge base and exploits graph embedding algorithms to decipher both the spatial-temporal intricacies and underlying correlations embedded within extensive sensor data collections. The behavior knowledge base employs statistical methodologies like Pearson correlation to derive an adjacency matrix, which can facilitate the model’s realization of the static structure and dynamic interaction of device features. Moreover, to enhance predictive precision, we synthesize the strengths of linear model interpretations with the nuanced insights derived from graph-based feature learning. GCNs, serving as the backbone for learning sophisticated inter-device relations within this knowledge base, significantly influence the efficacy of device status prediction. Linear models are strategically utilized to distill time-dependent features from individual device sequences, overcoming scalability limitations associated with Recurrent Neural Networks (RNNs) when handling extended observation periods. Extensive experiments on real word dataset are conducted to validate our model’s performance. Experimental results illustrate that the proposed method achieves high performance on status prediction of ICS device.","","979-8-3503-9136-7","10.1109/DSC63484.2024.00081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10859044","","Performance evaluation;Recurrent neural networks;Correlation;Fuses;Computational modeling;Knowledge based systems;Time series analysis;Predictive models;Data models;Integrated circuit modeling","","","","22","IEEE","4 Feb 2025","","","IEEE","IEEE Conferences"
"A Dynamic Evolving Fuzzy System for Streaming Data Prediction","Z. Mei; T. Zhao; X. Gu","College of Electrical Engineering, Sichuan University, Chengdu, China; College of Electrical Engineering, Sichuan University, Chengdu, China; Department of Computer Science, University of Surrey, Guildford, U.K.",IEEE Transactions on Fuzzy Systems,"5 Aug 2024","2024","32","8","4324","4337","This article proposes a dynamic evolving fuzzy system (DEFS) for streaming data prediction. DEFS utilizes the enhanced data potential and prediction errors of individual local models as the main criteria for fuzzy rule generation. A vital feature of the proposed system is its novel rule merging scheme that can self-adjust its tolerance toward the degree of similarity between two similar fuzzy rules according to the size of the rule base. To better handle the shifts and drifts in the data patterns, a novel rule quality measure based on both the utility values and the prediction accuracy of individual fuzzy rules is further introduced to help DEFS identify these less activated fuzzy rules with poorer descriptive capabilities and, thereby, maintaining a healthier fuzzy rule base by removing these stale rules. Very importantly, the thresholds used by DEFS are self-adaptive toward the input data. The adaptive thresholds can help DEFS to precisely capture the underlying structure and dynamically changing patterns of streaming data, enabling the system to perform accurate approximation reasoning. Numerical examples based on several popular benchmark problems show the superior performance of DEFS over the state-of-the-art evolving fuzzy systems. The prediction performance of the proposed method is at least 2.88% better than the best-performing comparative EFSs on each individual regression benchmark problem considered in this study, and the average performance improvement across all the numerical experiments is approximately 30%.","1941-0034","","10.1109/TFUZZ.2024.3395643","Sichuan Science and Technology Program(grant numbers:24NSFSC0239); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10517460","Data stream;evolving fuzzy system (EFS);online learning;self-adaptive thresholds","Streams;Fuzzy systems;Fuzzy neural networks;Data models;Merging;Fuzzy logic;Adaptation models","","22","","58","IEEE","1 May 2024","","","IEEE","IEEE Journals"
